ma_sp,ten_sp,phan_loai,gia,ngay_nhap_hang,ngay_xuat_hang,mo_ta
1403974179724,Chips,Baby,631511.4000695555,2021-10-01,2021-09-15,"['Rerum iste impedit tenetur modi.', 'Aspernatur quam officiis provident fugiat nobis.', 'Magnam laborum aliquam a.']"
5062313220761,Fresh Pizza,Health,988638.9144878575,2021-12-14,2021-11-28,"['Dicta fuga praesentium nulla soluta quas quasi.', 'Voluptatum omnis placeat ad perferendis sint.', 'Assumenda culpa odit corporis suscipit.']"
3083191402720,Ergonomic Granite Gloves,Music,470020.987355728,2022-06-15,2022-05-30,"['Unde nobis assumenda quis.', 'Illum repellendus incidunt aliquid.', 'Nostrum neque optio nisi.']"
8532221815900,Gently Used Soft Pants,Tools,604918.4472298366,2022-03-02,2022-02-14,"['Expedita eum exercitationem suscipit laboriosam qui impedit.', 'Sint aliquam tenetur excepturi quod.', 'Iste enim repellat.']"
9598506753304,Tasty Steel Mouse,Electronics,208209.26729974814,2022-06-13,2022-05-28,"['Delectus officiis corporis quas nobis delectus.', 'Iure mollitia veniam animi eveniet maiores impedit.', 'Occaecati quas eligendi.']"
6482656514515,Cotton Ball,Baby,601206.5005803845,2023-06-19,2023-06-03,"['Cum nobis laboriosam.', 'Vero rem quod placeat.', 'Nihil eveniet ipsam laudantium reiciendis.']"
1062515709372,Granite Shirt,Industrial,567089.1267426905,2022-09-16,2022-08-31,"['Soluta delectus necessitatibus nesciunt sequi harum voluptas facere.', 'Earum amet porro inventore ut beatae quasi.', 'Debitis cum quos nesciunt quas vitae deserunt nobis.']"
7509409474502,Hat,Books,351555.7992012114,2022-07-24,2022-07-08,"['Architecto consequuntur suscipit aperiam iure.', 'Est quam commodi nulla et culpa veritatis delectus.', 'Officia amet adipisci.']"
2427570272015,Small Soft Towels,Industrial,274231.21466719167,2023-07-12,2023-06-26,"['Suscipit dolore deserunt ea est.', 'Eligendi nostrum consequatur debitis excepturi blanditiis consequuntur.', 'Recusandae culpa officiis distinctio dolore.']"
5065082903620,For repair Soft Chicken,Books,130880.52090745617,2023-02-01,2023-01-16,"['Odio aspernatur ipsum veniam doloremque in dolore.', 'Error corporis enim cum repellat.', 'Blanditiis deserunt veritatis harum dolores.']"
0210181300831,Handmade Soft Table,Books,405393.3039607512,2022-02-26,2022-02-10,"['Reprehenderit error quod incidunt omnis quod.', 'Ut sequi sed numquam molestias.', 'Odit amet beatae doloribus.']"
3427572560034,Granite Chips,Sports,846863.7481806858,2023-01-06,2022-12-21,"['Vero sint magnam vitae cum ex.', 'Nisi amet repellat vitae vel libero ex.', 'Quas natus occaecati porro ea ad.']"
4304893607077,Gorgeous Wooden Shoes,Toys,848966.6945582429,2021-10-05,2021-09-19,"['Nisi cupiditate vitae veritatis fuga alias vitae pariatur.', 'Explicabo eveniet atque.', 'Debitis laborum corporis corporis placeat quibusdam.']"
4080281753129,Fantastic Steel Fish,Books,456058.5315617425,2022-06-10,2022-05-25,"['Incidunt dolorum ad sint dolore tempora quidem repellendus.', 'Aspernatur hic unde porro.', 'Fugiat labore sunt ducimus.']"
8787373274758,Chicken,Sports,317647.83172962937,2022-08-11,2022-07-26,"['Iusto perspiciatis ipsum.', 'Commodi totam quos.', 'Quas architecto fugit enim.']"
2082302878080,For repair Pants,Computers,542861.6262542979,2023-03-11,2023-02-23,"['Repudiandae vero natus temporibus assumenda.', 'Id explicabo magnam quos fuga.', 'Ad incidunt reprehenderit occaecati quaerat.']"
1442105661547,Handcrafted Cotton Chips,Music,180349.4259013666,2023-02-14,2023-01-29,"['Reiciendis qui officiis repellendus inventore.', 'Impedit perspiciatis quae recusandae nisi doloremque magni.', 'Sequi natus repudiandae voluptatum nulla.']"
1021921019536,For repair Keyboard,Sports,586135.6315135425,2022-04-15,2022-03-30,"['Itaque deserunt officiis vero.', 'Culpa deleniti dolorem officia.', 'Hic mollitia eius iste neque eligendi ullam laboriosam.']"
6545826976459,Gently Used Metal Soap,Clothing,100045.86504712344,2023-09-11,2023-08-26,"['Totam minima commodi cumque distinctio.', 'Libero quaerat veritatis ipsa aut non illo.', 'Tenetur fugit doloribus molestiae corrupti odit.']"
9071223292122,Metal Tuna,Electronics,541421.4247855325,2022-02-19,2022-02-03,"['At sint voluptatibus laudantium.', 'Illum quam ullam recusandae harum.', 'Laudantium non aperiam.']"
2496420775679,Wooden Pants,Garden,525488.9242541442,2023-04-21,2023-04-05,"['Ab doloribus facere ipsa ipsum.', 'Quod cupiditate neque delectus occaecati molestias.', 'Ratione asperiores porro architecto nesciunt laudantium.']"
6317113263357,Chair,Grocery,949112.7618197192,2022-05-09,2022-04-23,"['Ut itaque consequatur dicta tempora ex.', 'Quibusdam esse omnis atque.', 'Vel assumenda optio.']"
1884063598082,Unbranded Frozen Bacon,Music,160447.90267374393,2023-03-30,2023-03-14,"['Pariatur delectus impedit quam impedit.', 'Commodi officia quis pariatur molestiae.', 'Dolores dolorum quisquam suscipit.']"
0823684941090,Chair,Automotive,146212.03298148236,2021-10-15,2021-09-29,"['Ipsam unde reiciendis perspiciatis ipsum consequatur perferendis.', 'Quisquam molestias sequi iste nisi repellendus in dolore.', 'Totam tempora harum accusamus ducimus.']"
1437502157618,Small Plastic Fish,Beauty,589437.1135168715,2021-09-28,2021-09-12,"['Eum rerum nam sapiente ab.', 'Cupiditate repellat sequi aliquam quasi.', 'Architecto unde placeat saepe laborum perferendis repellat cupiditate.']"
8168100019994,Small Frozen Gloves,Kids,125183.66175181966,2022-06-08,2022-05-23,"['Reiciendis perspiciatis labore vitae repellendus nihil.', 'Veniam molestias laudantium dolore.', 'Explicabo incidunt rem rerum adipisci similique maxime.']"
3536388880646,Gorgeous Computer,Industrial,483534.97449972836,2023-06-15,2023-05-30,"['Esse cum exercitationem soluta.', 'Ipsum nulla maxime eveniet libero aspernatur.', 'Quas perspiciatis quis dolore.']"
4861226633276,Salad,Automotive,385540.74617965455,2023-02-12,2023-01-27,"['Voluptas aperiam voluptate veniam quae officia veritatis.', 'Ex consequuntur atque assumenda.', 'Voluptatibus fugiat vel perspiciatis aut at.']"
1564930020884,Gently Used Shirt,Music,733904.801910356,2022-02-13,2022-01-28,"['Deleniti omnis impedit unde illo laborum.', 'Similique repudiandae quidem expedita qui soluta.', 'Soluta sed suscipit animi reiciendis ipsam quasi.']"
0943107404497,Shoes,Music,197259.0440114522,2022-11-15,2022-10-30,"['Saepe id iste molestias.', 'A temporibus accusamus tenetur eius illum.', 'Ipsa hic atque nam perspiciatis voluptate.']"
9379415486237,Practical Gloves,Books,581106.1827319369,2023-07-29,2023-07-13,"['Pariatur consequatur laboriosam ea nobis eligendi.', 'Ex vero esse rem quam cupiditate aperiam.', 'Tempora culpa vero itaque.']"
9957652442034,Handcrafted Wooden Gloves,Beauty,557443.5243161134,2023-08-27,2023-08-11,"['Corporis nihil ipsam ducimus voluptates inventore.', 'Harum rerum illum repellat.', 'Ea nemo aliquam non.']"
6997405652481,Shoes,Books,938355.663922948,2022-07-09,2022-06-23,"['Voluptatum maiores nam quisquam.', 'Aspernatur similique numquam amet sunt laborum.', 'Eaque laboriosam optio facere temporibus recusandae.']"
4890705907522,Unbranded Cotton Keyboard,Computers,957343.1895005242,2021-11-30,2021-11-14,"['Quo repellat in quae repellendus consequuntur quos distinctio.', 'Deserunt maiores assumenda autem architecto eligendi.', 'Repudiandae sed esse hic fugiat.']"
0100707269264,Handcrafted Plastic Ball,Games,681197.845563779,2023-07-25,2023-07-09,"['Dolorum dolores repellat neque.', 'Hic tempora iure rerum repellat repellat sed.', 'Unde cumque rerum molestias.']"
3367647033974,Granite Table,Electronics,174262.16576540977,2023-04-15,2023-03-30,"['Ullam animi eaque assumenda.', 'Sit quod non dolores quaerat.', 'Numquam occaecati provident quos officia.']"
5040004693803,Unbranded Fresh Computer,Toys,328946.649858459,2021-11-29,2021-11-13,"['Omnis repellat asperiores vitae odio nobis.', 'Beatae dolor accusantium.', 'Tempora atque totam error fugit.']"
8542177901800,Licensed Soft Bike,Games,467563.5328688945,2022-06-15,2022-05-30,"['Dolor aut dolore distinctio.', 'Libero animi sapiente incidunt.', 'Asperiores veniam dolor necessitatibus repudiandae repellendus.']"
9678147051653,Tasty Concrete Gloves,Kids,959253.7699102012,2022-03-05,2022-02-17,"['Fugiat modi laboriosam culpa ab.', 'Odio quisquam laboriosam suscipit.', 'Aliquam consectetur molestias harum ipsa consequuntur nesciunt dignissimos.']"
3492704235814,Chicken,Toys,959727.8760933862,2023-02-23,2023-02-07,"['Eaque optio error sint rerum sint deleniti.', 'Repellendus nam quam tenetur ut voluptatem porro.', 'Dolor laudantium expedita.']"
3268659522183,Used Pants,Toys,864565.4742354341,2023-03-26,2023-03-10,"['Fugit qui voluptatibus occaecati expedita fugiat.', 'Aperiam optio itaque.', 'Tempore aliquid quaerat ea ut non.']"
8561410051478,Awesome Bacon,Home,704876.7878693814,2023-02-09,2023-01-24,"['Eaque dicta culpa nulla similique.', 'Ipsam illum repellendus alias amet provident expedita.', 'Iste consequuntur suscipit reiciendis eligendi.']"
4256177821184,For repair Chicken,Toys,105846.21338937074,2023-01-25,2023-01-09,"['Sequi fugiat mollitia nemo nulla beatae impedit.', 'Unde quaerat repudiandae laudantium.', 'Distinctio dolorum sit hic facere.']"
9966811556451,Steel Cheese,Sports,102383.85755506206,2022-11-07,2022-10-22,"['Debitis recusandae excepturi facilis id minus.', 'Maxime praesentium libero vel nihil sit fugit.', 'Illum sequi perferendis repellendus.']"
9316063896759,New Cheese,Health,702599.3708794996,2021-12-03,2021-11-17,"['Libero repellendus eum.', 'Occaecati pariatur quod perferendis voluptatibus.', 'Hic ex laudantium provident cumque excepturi optio.']"
2479005463840,Intelligent Rubber Keyboard,Beauty,430624.39743898204,2023-08-05,2023-07-20,"['Est non officiis harum magnam magnam distinctio.', 'Minus sunt vero.', 'Repellendus itaque natus ab blanditiis exercitationem.']"
8138860426301,Fresh Towels,Grocery,224867.88273363802,2023-06-16,2023-05-31,"['Dicta occaecati voluptas veniam.', 'Natus quo vero alias explicabo ab.', 'Sunt soluta ducimus impedit iusto autem eveniet cumque.']"
1702178847515,Car,Sports,879422.6336387619,2023-02-20,2023-02-04,"['Quidem debitis esse tempora ullam veritatis saepe perspiciatis.', 'Ratione natus consequatur.', 'Mollitia fugiat laboriosam quisquam totam.']"
6624105549826,Shirt,Toys,707998.0221217041,2022-05-07,2022-04-21,"['Beatae itaque ut voluptate laborum autem cupiditate totam.', 'Vitae possimus pariatur tenetur deleniti dolorem.', 'Asperiores quae odit magnam.']"
7255471655812,Bike,Electronics,76218.41173141665,2021-11-02,2021-10-17,"['Iste voluptas expedita officia nulla enim alias.', 'Similique praesentium itaque dolore voluptatibus aliquam eum.', 'Alias delectus sed voluptates.']"
3968126893609,Chicken,Jewelery,548922.6984236654,2023-07-31,2023-07-15,"['Odit voluptates doloribus quisquam.', 'Quisquam sed dolorum eaque fugiat aspernatur numquam.', 'Corporis velit iusto ut eos molestias quasi.']"
7782843942671,Soft Chair,Sports,614207.7320365468,2022-12-07,2022-11-21,"['Sequi perferendis libero doloribus.', 'Dolorum nam dolore.', 'Necessitatibus maiores quaerat.']"
9685393626047,Rubber Chair,Health,687043.5938164297,2022-10-19,2022-10-03,"['Similique saepe expedita deserunt quam ducimus quisquam.', 'Distinctio ducimus vitae temporibus id ipsam eligendi.', 'Architecto recusandae perferendis quisquam ea.']"
3359475431206,Gorgeous Mouse,Automotive,155118.95445778035,2022-08-02,2022-07-17,"['Odit numquam facere atque voluptatem.', 'Laudantium animi cum quod rem dicta adipisci.', 'Fugit modi delectus facilis.']"
7088677348994,Used Steel Shoes,Beauty,241735.63796554125,2021-09-27,2021-09-11,"['Quia occaecati impedit doloremque iure dolores.', 'Cum sapiente suscipit impedit.', 'Nobis labore soluta qui.']"
4468677350150,Keyboard,Garden,373307.55228901637,2022-07-22,2022-07-06,"['Excepturi beatae occaecati.', 'Eius distinctio temporibus repellat impedit dolor.', 'Repellendus perferendis odio.']"
4411479555094,Handmade Soap,Toys,144425.5424452102,2021-12-10,2021-11-24,"['Error sapiente veritatis beatae.', 'Quia enim aliquam adipisci est suscipit.', 'Sint ab earum eos tempore aperiam.']"
7780124271366,Awesome Rubber Pants,Computers,738670.3632652538,2022-03-15,2022-02-27,"['Exercitationem iure iste cum ipsum.', 'Vitae aperiam a animi.', 'Sunt maxime odit odit repellat eos.']"
6495650606209,Ergonomic Steel Hat,Garden,837004.3393813377,2023-01-13,2022-12-28,"['Atque eos rerum suscipit officia.', 'Temporibus maxime qui.', 'Sed dignissimos quas quasi voluptatum.']"
2965342487507,Awesome Fresh Chips,Sports,980419.0961900223,2023-06-07,2023-05-22,"['Debitis nulla iusto omnis.', 'Officia fuga doloremque tempore vitae.', 'Distinctio dolorem quo quibusdam.']"
9140055292843,Fantastic Metal Sausages,Sports,392958.2047143535,2022-12-22,2022-12-06,"['Quas est velit beatae quas eaque velit quo.', 'Corrupti quisquam quaerat aperiam distinctio.', 'Officiis quo saepe illo.']"
5268772871708,Soft Pizza,Computers,336752.93704712106,2022-07-06,2022-06-20,"['Fugiat iusto ducimus sit enim expedita nemo.', 'Debitis culpa quas dolore.', 'Aperiam officiis placeat nobis pariatur recusandae minima.']"
8611662447854,Handcrafted Rubber Shirt,Games,875843.8840249914,2022-09-16,2022-08-31,"['In nemo explicabo consequuntur possimus.', 'Saepe iure sit sequi dignissimos ut.', 'Quo laborum magni distinctio.']"
2698074239372,Refined Wooden Sausages,Garden,503325.4119559875,2022-09-20,2022-09-04,"['Fuga officia blanditiis voluptate.', 'Ullam quisquam dolorem occaecati exercitationem sequi minima maxime.', 'Odit sit distinctio quas.']"
6996958936154,Intelligent Tuna,Music,362937.1567989252,2022-03-26,2022-03-10,"['Recusandae minima fugit natus cumque.', 'Iure veritatis officia accusamus magni.', 'Tempora deleniti dolorum sequi perspiciatis deserunt maxime.']"
2878528234959,Used Chips,Grocery,162669.5288902531,2022-01-01,2021-12-16,"['Qui libero sapiente deserunt neque sed.', 'Animi accusantium veniam autem.', 'Alias a debitis iusto sunt.']"
1109974580187,Fish,Kids,628433.9026365408,2023-04-23,2023-04-07,"['Voluptatibus similique aut asperiores.', 'Molestiae esse iure dicta.', 'Sunt adipisci temporibus.']"
0265618115779,Car,Kids,819579.3013622168,2022-07-25,2022-07-09,"['Et qui consequatur tempora voluptas vel.', 'Quae error aspernatur eos occaecati voluptates.', 'Modi voluptatibus unde eum.']"
6067902071914,Towels,Tools,97073.8818775264,2022-07-08,2022-06-22,"['Ratione exercitationem ad esse quisquam inventore accusamus.', 'Non et iusto provident sit sed dolor cum.', 'Officiis quod eos.']"
6940666172625,Keyboard,Jewelery,981550.4377614658,2022-03-04,2022-02-16,"['Odit qui laborum voluptatibus omnis ex doloribus modi.', 'Dolorum consequatur tempora hic adipisci incidunt.', 'Placeat expedita ut cum sit laborum ex praesentium.']"
2294242250325,Used Car,Health,754086.3342566607,2022-11-22,2022-11-06,"['Possimus excepturi nihil expedita eligendi reprehenderit.', 'Minus maxime consequatur dicta veritatis.', 'Provident aliquid voluptatum.']"
3313731098152,Shirt,Movies,119080.16745310041,2022-01-21,2022-01-05,"['Saepe repellat cumque voluptate eveniet occaecati recusandae aspernatur.', 'Recusandae consequatur voluptate sapiente minima impedit minus reprehenderit.', 'Excepturi libero nisi ipsum commodi animi.']"
4288129360083,Chair,Garden,52468.80150464688,2023-09-06,2023-08-21,"['Temporibus sint illo quos sint accusantium.', 'Soluta iste sapiente doloribus commodi sapiente incidunt.', 'Expedita tempora dolorem vitae nesciunt at.']"
6036732481729,Used Rubber Mouse,Kids,838831.3734571043,2022-06-07,2022-05-22,"['Commodi possimus alias ex.', 'Vitae eos ratione natus qui blanditiis omnis numquam.', 'Harum suscipit iusto quibusdam quaerat placeat vero magni.']"
6912236679582,Rubber Keyboard,Electronics,248997.54612355676,2022-02-09,2022-01-24,"['Vero esse maxime id amet hic iure.', 'Tempora qui similique dolores odio magni.', 'Doloribus explicabo quos id eius.']"
9853586924625,Intelligent Computer,Clothing,704242.6353756138,2021-11-15,2021-10-30,"['At odit temporibus illo cupiditate quam nobis.', 'Cum nesciunt natus beatae provident iure.', 'Repellendus vero placeat quas.']"
0290915478838,Licensed Cotton Salad,Home,456091.74580082676,2022-12-09,2022-11-23,"['Ipsa tempore voluptates ipsa dolore ipsam architecto.', 'Vitae eius autem quidem.', 'Labore nihil tempore modi occaecati ipsa recusandae.']"
7207229845631,Generic Soft Tuna,Tools,879266.7736934419,2022-11-20,2022-11-04,"['Necessitatibus voluptatum illo quod occaecati earum suscipit.', 'Nihil amet ut occaecati.', 'Alias exercitationem illum.']"
5448741977017,Tuna,Shoes,276481.93751918327,2022-09-24,2022-09-08,"['Harum fugiat nam iusto.', 'Magni nulla odio molestiae praesentium odio.', 'Provident voluptates magnam minima corrupti totam.']"
8630059126608,Intelligent Rubber Towels,Baby,645883.3923409374,2022-02-20,2022-02-04,"['Veniam est dolores et eius.', 'Animi omnis sit nobis fugiat commodi.', 'Possimus nihil culpa dolore laborum odit non.']"
3810147294852,Concrete Hat,Toys,539670.341188921,2022-03-10,2022-02-22,"['Sed cumque animi.', 'Velit omnis voluptas minus eum harum.', 'Beatae vitae soluta iste ex ipsum accusantium.']"
6697670774184,Wooden Salad,Kids,831334.1711848159,2023-03-26,2023-03-10,"['Quisquam eos deserunt sint cupiditate.', 'Nemo officiis nostrum enim quae.', 'Incidunt adipisci eaque quam dolorum.']"
0795978017319,Handmade Metal Car,Outdoors,507756.5013846778,2023-04-22,2023-04-06,"['Fugit modi blanditiis reiciendis cum laboriosam similique.', 'Esse inventore fugit vero ipsam.', 'Praesentium eius deleniti laboriosam sunt culpa velit suscipit.']"
6930527426134,Soft Chips,Shoes,879619.1169306807,2022-09-22,2022-09-06,"['Voluptatem voluptas aspernatur laboriosam eius soluta maxime.', 'Quod deleniti a accusamus cum illo animi provident.', 'Hic voluptates inventore.']"
4957050047621,Chair,Movies,253035.1179699375,2022-10-18,2022-10-02,"['Laudantium impedit voluptas itaque.', 'Atque similique tenetur nihil.', 'Eius eligendi iure ut.']"
9388743624396,Wooden Fish,Movies,384506.08210047195,2022-05-13,2022-04-27,"['Laborum molestias amet.', 'Dolorum odio sequi voluptas labore commodi consequatur.', 'Corporis vitae eos ut dignissimos neque vitae suscipit.']"
6440571524811,Concrete Shoes,Books,86873.9120122476,2022-02-28,2022-02-12,"['Deserunt deleniti alias.', 'Impedit fuga eveniet mollitia.', 'Nesciunt voluptatibus id dolores ipsa vel nulla.']"
8269744018081,Tasty Chips,Movies,214153.33603806625,2021-12-07,2021-11-21,"['Facilis cupiditate deleniti vero saepe iure iure.', 'Architecto sapiente tempore deleniti molestiae repellendus.', 'Explicabo animi distinctio.']"
9067212467886,Rubber Pizza,Garden,843228.4578240972,2021-10-16,2021-09-30,"['Quo voluptatem dicta sunt dolorum unde numquam.', 'Odio ex eveniet esse minima nisi ea aliquid.', 'Dolor placeat animi voluptatibus error pariatur.']"
1911364640834,Ball,Toys,173795.60172671138,2023-03-08,2023-02-20,"['Quia nulla facere quisquam sint reprehenderit totam.', 'Perspiciatis assumenda amet omnis reiciendis quia.', 'Optio laborum qui ab distinctio dolores quod.']"
1990594585399,New Ball,Jewelery,407355.3425095825,2023-05-03,2023-04-17,"['Repudiandae incidunt totam accusantium beatae illum.', 'Optio voluptatibus maxime nam.', 'Asperiores eum quis amet excepturi.']"
1541483082552,Rubber Computer,Music,884187.9091296738,2023-01-21,2023-01-05,"['Cum sapiente doloremque laboriosam quibusdam similique ipsa.', 'Quos at fuga doloremque beatae necessitatibus.', 'Suscipit debitis repellendus odio deleniti rem atque.']"
8398642534819,Handmade Mouse,Automotive,520842.5514883287,2023-09-07,2023-08-22,"['Voluptatem sunt consectetur placeat impedit error doloremque repellendus.', 'Ea non praesentium.', 'Explicabo nesciunt modi dignissimos in ex.']"
1572382073846,Soft Cheese,Music,83470.03336942701,2023-04-24,2023-04-08,"['Dolores reiciendis rem.', 'Ipsam exercitationem ipsam labore cupiditate autem.', 'Temporibus rerum est eum maiores.']"
3617313408866,Fish,Outdoors,268834.6501788489,2021-11-04,2021-10-19,"['Tenetur quis temporibus labore praesentium impedit.', 'Sed facere eius vitae omnis voluptates.', 'Hic corrupti numquam accusantium perspiciatis.']"
3559280372637,Bike,Sports,687929.2082128215,2023-04-21,2023-04-05,"['Repellat totam dolorem vero fugiat natus.', 'Omnis voluptatem ullam minima.', 'Quo consequuntur tenetur officiis sint incidunt laboriosam.']"
0017659068619,Intelligent Steel Hat,Kids,777213.3615819146,2022-09-25,2022-09-09,"['Laborum deserunt sit neque nihil.', 'At nisi eligendi delectus magnam similique quas doloremque.', 'Doloribus ipsam nam.']"
4340358748268,Handcrafted Wooden Tuna,Industrial,945032.2690569335,2023-01-09,2022-12-24,"['Id eos iure non placeat.', 'Vero praesentium molestias sapiente.', 'Nam nesciunt debitis tempora saepe maiores.']"
0326114049132,Table,Games,809318.3748493661,2022-07-30,2022-07-14,"['Sapiente tempora dolore nostrum odio animi iusto inventore.', 'Ipsam facere quibusdam distinctio dicta.', 'Odit dignissimos itaque dolor qui.']"
5588825324044,Rustic Plastic Bacon,Beauty,354491.5285573155,2022-10-13,2022-09-27,"['Atque sapiente ipsum.', 'Vitae omnis tenetur ipsum recusandae quisquam.', 'Cupiditate est aliquid excepturi perspiciatis.']"
0715056545824,Ergonomic Soft Bacon,Kids,408926.66260556725,2022-05-20,2022-05-04,"['Eaque eius atque corporis quod quos.', 'Quia dolorem mollitia rerum alias iusto corrupti.', 'Dolorem vero in ab facilis explicabo.']"
8960364723880,Steel Chicken,Games,402284.2899482482,2023-06-25,2023-06-09,"['Cumque facere vero placeat eius optio.', 'Similique ab quo at explicabo nesciunt dolor.', 'Minima doloremque asperiores exercitationem maxime vitae.']"
9449215533582,Soft Gloves,Electronics,77717.47378237218,2023-04-22,2023-04-06,"['Illum aliquid voluptas est ullam dolorem vel.', 'Sint odit numquam inventore.', 'Nobis blanditiis repellendus sapiente aut tempora.']"
5300702676332,Pants,Computers,839070.1421127263,2022-01-26,2022-01-10,"['Tempora commodi fugit sint laudantium suscipit unde.', 'Illo vero quod eos.', 'Itaque nisi voluptas error magni.']"
1152660098817,Granite Hat,Games,266816.93057547684,2022-12-22,2022-12-06,"['Eligendi quos ducimus doloribus.', 'Exercitationem reprehenderit fugit harum architecto at.', 'Dicta repellendus debitis ex unde sed.']"
4019179198186,Awesome Wooden Bike,Tools,762543.577745573,2023-04-06,2023-03-21,"['Animi hic neque fuga nostrum ratione minus.', 'Cumque distinctio fugiat.', 'Dolorem dolores eius quod deleniti.']"
2783017151245,Licensed Shoes,Toys,597524.6972402711,2023-03-11,2023-02-23,"['Porro minus deserunt ducimus necessitatibus vero sunt.', 'Similique aliquid doloribus nihil.', 'Aliquam quas omnis rem.']"
0067974548921,Frozen Car,Jewelery,701661.068687572,2022-03-08,2022-02-20,"['Ad eligendi veritatis odit nesciunt recusandae qui.', 'Tenetur ratione earum nostrum nostrum.', 'Vero dolores corporis minima tenetur cupiditate.']"
0719721699058,Handmade Soft Chair,Kids,597111.56278583,2023-01-27,2023-01-11,"['Commodi facilis aliquam reiciendis.', 'Perspiciatis voluptatum voluptas earum ratione sint eligendi.', 'Aliquid corporis doloribus error necessitatibus.']"
3016806434861,Tuna,Kids,250443.19484206644,2022-06-14,2022-05-29,"['Consequuntur et eos laudantium unde nesciunt.', 'Ratione necessitatibus qui facere esse ea maiores labore.', 'Ullam quis omnis sequi.']"
1480813316533,Cotton Table,Grocery,380335.2173891429,2023-04-05,2023-03-20,"['Ab neque a incidunt nihil.', 'Numquam molestiae dolor repellat.', 'Saepe similique maiores laborum.']"
2316981314783,Granite Bike,Jewelery,447053.0620812264,2022-03-21,2022-03-05,"['Quasi officiis nesciunt quam similique laborum omnis odio.', 'Nulla culpa repellendus pariatur culpa ea.', 'Voluptates quod repudiandae explicabo consequatur amet molestias.']"
3110964106636,Cotton Mouse,Garden,978192.9127534622,2023-05-13,2023-04-27,"['Culpa officia veritatis aliquid.', 'Quisquam atque voluptatum aut pariatur blanditiis ab.', 'Iusto cumque similique quos dolorum iste nihil.']"
1817323085121,Plastic Chair,Tools,175369.08094257812,2021-10-07,2021-09-21,"['Reiciendis iure dolorum mollitia numquam nulla repellat consequuntur.', 'Ipsa vitae ipsum impedit doloremque reprehenderit amet.', 'Magnam ab architecto.']"
6776653487478,Gorgeous Car,Sports,546421.0619299815,2022-06-04,2022-05-19,"['Recusandae minima minima nihil quisquam cum.', 'Animi magni repellat.', 'Laboriosam amet quo laudantium.']"
2258711358950,Used Chicken,Beauty,39252.68997106217,2023-01-23,2023-01-07,"['Doloribus modi deserunt distinctio consectetur.', 'Suscipit voluptatem dolorum sunt.', 'Nesciunt voluptatem veritatis facilis modi reiciendis suscipit.']"
7150268031957,Cotton Keyboard,Baby,870097.1958608062,2023-03-22,2023-03-06,"['Quaerat perspiciatis amet repudiandae impedit.', 'Unde necessitatibus architecto sunt veritatis.', 'Itaque officia enim consequuntur et.']"
6169045829978,Handcrafted Granite Soap,Grocery,206233.64554104436,2023-08-09,2023-07-24,"['Nihil repellendus fuga laborum eaque expedita.', 'Voluptatem ex porro harum fuga eaque commodi.', 'Omnis temporibus libero in occaecati suscipit.']"
9204633980888,Rustic Sausages,Computers,175741.1328278503,2021-09-22,2021-09-06,"['Esse aliquam eius nobis ex.', 'Aliquam soluta tempore ab facere.', 'Nemo et est iusto fugit hic possimus.']"
0897712577629,Generic Keyboard,Health,818568.6364889259,2022-10-27,2022-10-11,"['Commodi similique laborum.', 'Dolore harum pariatur est.', 'Dicta ex necessitatibus quo vitae consequatur.']"
3117288558103,Licensed Soft Cheese,Grocery,630395.8902734079,2021-09-27,2021-09-11,"['Repudiandae optio beatae eaque fugit omnis doloribus.', 'Ipsam hic ipsam at libero laboriosam adipisci.', 'Delectus quam soluta nulla corrupti.']"
4500695843501,For repair Shirt,Games,891037.7394344646,2023-07-21,2023-07-05,"['Doloremque omnis architecto facere nobis.', 'Doloribus adipisci dolores minus architecto sequi quos.', 'Dicta praesentium incidunt quia distinctio nihil.']"
7148908575831,Frozen Chicken,Home,668426.9637373188,2023-08-06,2023-07-21,"['Ea atque distinctio recusandae.', 'Et quas earum asperiores necessitatibus ipsum.', 'Accusamus nisi omnis ipsum.']"
3177741541578,Sleek Towels,Tools,616545.8444320487,2023-04-08,2023-03-23,"['Sit aut nulla molestiae perferendis accusamus.', 'Sapiente sit est.', 'Quidem vel nihil debitis.']"
4778611900502,Wooden Pants,Kids,41761.30534223196,2022-11-11,2022-10-26,"['Velit possimus veritatis eius sit iste pariatur.', 'Saepe amet perferendis ex optio iure.', 'Explicabo molestiae sequi soluta placeat.']"
9031202706088,Concrete Bike,Beauty,152832.8245429377,2023-08-08,2023-07-23,"['Blanditiis fugiat occaecati in nesciunt libero eius.', 'Eligendi nam perspiciatis ex neque recusandae veritatis laborum.', 'Velit nemo placeat nihil maxime quasi.']"
4519347180291,Sleek Shoes,Games,876570.6739205732,2022-02-21,2022-02-05,"['Officia officiis rem pariatur dicta.', 'Suscipit ab laudantium.', 'Et tenetur voluptatibus eius minima.']"
3160649757813,Ergonomic Plastic Pants,Health,82012.07004126848,2023-01-29,2023-01-13,"['Adipisci autem facere nisi sunt reprehenderit earum.', 'Quidem exercitationem eligendi nulla aperiam aut.', 'Quo hic est tempora harum eveniet.']"
1622742109545,Awesome Wooden Chair,Computers,202058.98585859552,2022-04-25,2022-04-09,"['Id sunt quos ad.', 'Explicabo soluta recusandae.', 'Libero animi laborum.']"
